date,evenement,startDate,endDate
27 janvier 1358,Perrin Marc et Jean Baillet sont inhumés par leurs partisans respectifs.,1358.0,1358.0
27 janvier 1358,Arrivée à Paris des envoyés du roi Jean qui font connaître les clauses du traité de paix.,1358.0,1358.0
11 février 1358,Nouvelle session des États. La noblesse n'y participe pas.,1358.0,1358.0
21 février 1358,Les États modifient la répartition de l'impôt voté le 3 mars 1357.,1358.0,1358.0
22 février 1358,"La foule, menée par Étienne Marcel se rassemble à Saint-Éloi puis envahit le Palais.",1358.0,1358.0
22 février 1358,Les maréchaux de Champagne et de Normandie sont tués sous les yeux du dauphin.,1358.0,1358.0
23 février 1358,"Au couvent des Augustins, Étienne Marcel justifie l'assassinat des maréchaux.",1358.0,1358.0
24 février 1358,"Au Parlement, le dauphin promet de faire respecter l'ordonnance du 3 mars 1357.",1358.0,1358.0
26 février 1358,Retour du roi de Navarre. Étienne Marcel lui demande son appui.,1358.0,1358.0
12 mars 1358,Un accord est conclu entre le dauphin et Charles de Navarre.,1358.0,1358.0
14 mars 1358,Le dauphin Charles prend officiellement le titre de régent du royaume.,1358.0,1358.0
25 mars 1358,"Charles, maintenant régent, quitte Paris pour Senlis.",1358.0,1358.0
Fin mars 1358,Une troupe de Parisiens en armes partent à Corbeil se confronter à l'armée du régent.,1358.0,1358.0
10-18 avril 1358,Étienne Marcel et le régent s'opposent par lettres et délégations interposées.,1358.0,1358.0
18 avril 1358,Les hommes de d'Étienne Marcel saisissent de nombreuses armes au Louvre.,1358.0,1358.0
2 mai 1358,"Réunie aux Mathurins, la Faculté des Arts opte pour l'envoi de négociateurs au régent.",1358.0,1358.0
4 mai 1358,Le roi de Navarre rentre à Paris avec ses troupes.,1358.0,1358.0
5 mai 1358,"Étienne Marcel, appuyé par Charles le Mauvais, rejette l'accord obtenu par la Faculté.",1358.0,1358.0
14 mai 1358,Regnaud de Douy offre des orgues à l'église Saint-Séverin.,1358.0,1358.0
29 mai 1358,Exécution de Jean Perret et Thomas Fouquant accusés de comploter pour le dauphin.,1358.0,1358.0
9 juin 1358,"Des Parisiens, associés aux Jacques, sont écrasés devant Meaux.",1358.0,1358.0
14 juin 1358,"Étienne Marcel ouvre les portes de Paris à Charles le Mauvais, roi de Navarre.",1358.0,1358.0
15 juin 1358,Charles de Navarre est nommé capitaine de Paris.,1358.0,1358.0
8 juillet 1358,La reine Jeanne de Boulogne favorise un accord entre le régent et Charles le Mauvais.,1358.0,1358.0
9 juillet 1358,Étienne Marcel refuse d'entériner l'accord.,1358.0,1358.0
11 juillet 1358,"Au Petit-Bercy, les troupes du régent repoussent des Parisiens sortis en armes.",1358.0,1358.0
19 juillet 1358,"Faute d'argent pour ses troupes, le régent accepte de lever le siège de Paris.",1358.0,1358.0
21 juillet 1358,Une violente rixe oppose des Parisiens à des mercenaires anglais du roi de Navarre.,1358.0,1358.0
22 juillet 1358,"Place de Grève, la foule réclame la mort des mercenaires anglais prisonniers.",1358.0,1358.0
23-27 juillet 1358,"On sent chez les Parisiens un revirement en faveur du régent, contre le Mauvais.",1358.0,1358.0
27 juillet 1358,Étienne Marcel parvient à faire libérer les Anglais prisonniers.,1358.0,1358.0
31 juillet 1358,Étienne Marcel est tué à la porte Saint-Antoine par Jean Maillard et ses hommes.,1358.0,1358.0
2 août 1358,Retour du dauphin à Paris. Il promet le pardon aux habitants.,1358.0,1358.0
4 août 1358,Plusieurs traitres et rebelles sont exécutés aux Halles.,1358.0,1358.0
10 août 1358,Des lettres générales de rémission sont accordées aux Parisiens.,1358.0,1358.0
25 octobre 1358,Colère des Parisiens après l'arrestation de vingt partisans d'Étienne Marcel.,1358.0,1358.0
2 novembre 1358,Le prieuré Saint-Éloi est autorisé à établir une boucherie à la porte Baudoyer.,1358.0,1358.0
Fin novembre 1358,Les suspects arrêtés le 25 octobre sont tous libérés.,1358.0,1358.0
25 mai 1359,Les États à nouveau réunis refusent de ratifier le traité de paix du roi Jean.,1359.0,1359.0
7 avril 1360,Le roi d'Angleterre et son armée occupent plusieurs villages au sud de Paris.,1360.0,1360.0
13 mai 1360,Les Parisiens payent 24 000 écus aux Anglais pour le rachat de dix forts près de Paris.,1360.0,1360.0
15 novembre 1360,On annonce que le Conseil du roi a décidé l'abolition générale des impôts.,1360.0,1360.0
21 avril 1361,"A peine sorti de prison, Jean Poilevilain est nommé général maître des monnaies.",1361.0,1361.0
8 mai 1361,"Le dauphin Charles achète l'hôtel d'Étampes, appelé Saint-Pol, pour 4 000 écus d'or.",1361.0,1361.0
13 mai 1361,Jean Bernier est nommé prévôt de Paris.,1361.0,1361.0
1362,Fondation de l'hôpital du Saint-Esprit.,1362.0,1362.0
1362,"Le dauphin achète l'hôtel des abbés de Saint-Maur, rue Saint-Antoine.",1362.0,1362.0
Septembre 1362,Recrudescence de l'épidémie de peste.,1362.0,1362.0
22 novembre 1363,"Mort de Jean de Meulan, évêque de Paris.",1363.0,1363.0
11 décembre 1363,Étienne de Paris est élu évêque de Paris.,1363.0,1363.0
Fin décembre 1363,Le roi réunit les États généraux avant son départ.,1363.0,1363.0
3 janvier 1364,Le roi Jean repart pour Londres.,1364.0,1364.0
Mi-avril 1364,On apprend la mort du roi Jean à Londres. Charles V lui succède.,1364.0,1364.0
28 mai 1364,Entrée solennelle de Charles V à Paris.,1364.0,1364.0
Juillet 1364,L'hôtel Saint-Pol et ses annexes font désormais partie du domaine de la Couronne.,1364.0,1364.0
24 mars 1365,Charles V donne dix mille francs d'or pour bâtir l'église des Célestins.,1365.0,1365.0
Mai 1365,Il est interdit de porter des vêtements trop courts et des chaussures à la poulaine.,1365.0,1365.0
20 juin 1365,On annonce la conclusion de la paix entre Charles V et le roi de Navarre.,1365.0,1365.0
Juillet-août 1365,Le roi acquiert l'hôtel de l'archevêque de Sens pour agrandir l'hôtel Saint-Pol.,1365.0,1365.0
Septembre 1365,Intempéries continuelles sur Paris depuis un mois.,1365.0,1365.0
1366,Retour de la peste.,1366.0,1366.0
3 septembre 1367,Hugues Aubriot est nommé prévôt de Paris par le roi.,1367.0,1367.0
8 septembre 1367,On cherche des volontaires pour creuser les fossés de l'enceinte de la rive gauche.,1367.0,1367.0
9 septembre 1367,Une ordonnance de police oblige tous les « oiseux et faineans » à se faire embaucher.,1367.0,1367.0
22 septembre 1368,Aimery de Magnac succède à Étienne de Paris comme évêque de Paris.,1368.0,1368.0
5 novembre 1368,Le roi interdit d'enrôler dans le guet des membres de l'Université.,1368.0,1368.0
3 décembre 1368,"Naissance de Charles, fils du roi, en l'hôtel Saint-Pol.",1368.0,1368.0
1369,Reconstruction du Petit Châtelet par Hugues Aubriot.,1369.0,1369.0
1369,Construction du quai de la Mortellerie.,1369.0,1369.0
24 février 1369,Le roi se rend à Saint-Denis pour la fête de la dédicace de l'église.,1369.0,1369.0
9 mai 1369,Ouverture d'une session des États pour traiter des difficultés avec le roi d'Angleterre.,1369.0,1369.0
11 mai 1369,Charles V assiste à une grande procession.,1369.0,1369.0
22 avril 1370,Hugues Aubriot pose la première pierre de la nouvelle bastide Saint-Antoine.,1370.0,1370.0
25 août 1370,"Pour la première fois, on fête la Saint-Louis à l'Université de Paris.",1370.0,1370.0
24 septembre 1370,Une chevauchée anglaise s'approche dangereusement de Paris.,1370.0,1370.0
1er octobre 1370,Bertrand du Guesclin entre dans Paris.,1370.0,1370.0
2 octobre 1370,Du Guesclin est nommé connétable de France.,1370.0,1370.0
20 février 1371,Fondation du collège de Maître-Gervais rue Érembourg de Brie.,1371.0,1371.0
Hiver 1373,Les rives de la Seine sont gravement inondées. Le Grand Pont est rompu.,1373.0,1373.0
Août 1373,Institution d'une confrérie de la Vierge Marie pour les paroissiens de Saint-Merry.,1373.0,1373.0
16 octobre 1373,Célébration de la dédicace de la chapelle du collège de Navarre.,1373.0,1373.0
8 janvier 1374,Hugues Aubriot est anobli par le roi.,1374.0,1374.0
28 mars 1374,Le prévôt confirme l'établissement des boucheries du faubourg Saint-Germain.,1374.0,1374.0
6 juillet 1374,Le roi autorise les cordonniers à fonder une confrérie en l'honneur de saint Crépin.,1374.0,1374.0
30 janvier 1375,Charles V pose la première pierre de la chapelle du collège de Beauvais.,1375.0,1375.0
Mai 1375,Le roi autorise les cardeurs à fonder une confrérie en l'hôpital du Saint-Esprit.,1375.0,1375.0
21 mai 1375,Une ordonnance du Parlement fixe à quatorze ans la majorité des rois de France.,1375.0,1375.0
1377,Le pape refuse d'ériger le diocèse de Paris en archevêché.,1377.0,1377.0
4-17 janvier 1378,"L'empereur Charles IV de Luxembourg, oncle du roi, est reçu avec faste à Paris.",1378.0,1378.0
Fin 1378,Début de la construction du pont Neuf [pont Saint-Michel].,1378.0,1378.0
Novembre 1379,Charles V fonde un collège de neuf chanoines en la Sainte-Chapelle de Vincennes.,1379.0,1379.0
Décembre 1379,"Jean de Guistry refonde le collège de Cornouailles, rue des Plâtriers.",1379.0,1379.0
19 avril 1380,"Fondation du collège de Dainville, rue des Cordeliers.",1380.0,1380.0
Mai 1380,Guillaume de Salvadille réunit au Cloître les directeurs de toutes les petites écoles.,1380.0,1380.0
16 septembre 1380,Mort de Charles V au château de Beauté.,1380.0,1380.0
24 septembre 1380,Le corps du roi Charles V entre dans Paris par la porte Saint-Antoine.,1380.0,1380.0
11 novembre 1380,"Revenant de Reims, Charles VI, âgé de douze ans, entre solennellement à Paris.",1380.0,1380.0
12-13 nov. 1380,Réouverture des États : les bourgeois et le prévôt demandent l'abolition des impôts.,1380.0,1380.0
14 novembre 1380,"Le prévôt des marchands, Jean de Fleury, demande au roi l'abolition de tout impôt.",1380.0,1380.0
15 novembre 1380,"Émeutes antisémites : des maisons sont pillées, un rabbin est tué.",1380.0,1380.0
20 décembre 1380,Les États généraux acceptent le rétablissement des impôts directs pour un an.,1380.0,1380.0
24 décembre 1380,Les funérailles de Charles V sont troublées par une dispute autour du protocole.,1380.0,1380.0
21 janvier 1381,Le prévôt Hugues Aubriot est jugé pour avoir pris le parti des Juifs en novembre 1380,1381.0,1381.0
1er février 1381,Hugues Aubriot se rend chez l'évêque qui le fait incarcérer.,1381.0,1381.0
20 mars 1381,Une ordonnance retire aux Juifs le droit de propriété.,1381.0,1381.0
17 mai 1381,Une cour ecclésiastique condamne à la prison à vie le prévôt Hugues Aubriot.,1381.0,1381.0
31 mai 1381,Audoin Chauveron est le nouveau prévôt de Paris.,1381.0,1381.0
15 juillet 1381,Le théologien Jean Blanchard est nommé chancelier de l'évêché par Clément VII.,1381.0,1381.0
14 janvier 1382,Négociation entre les ducs et les délégués des bourgeois pour les aides indirectes.,1382.0,1382.0
15 janvier 1382,Les bourgeois refusent la nouvelle taxe sur les marchandises demandée par le roi.,1382.0,1382.0
17 janvier 1382,"Le Conseil du roi, négligeant l'avis des bourgeois, va rétablir les impôts indirects.",1382.0,1382.0
Février 1382,Les marchands des Halles sont autorisés à fonder une confrérie à Saint-Eustache.,1382.0,1382.0
28 février 1382,Un héraut proclame la levée d'un nouvel impôt pour le lendemain.,1382.0,1382.0
1er mars 1382,Un fermier des impôts est tué par la foule aux Halles.,1382.0,1382.0
1er mars 1382,Des émeutiers envahissent l'hôtel de Ville et s'emparent de 2 000 maillets en plomb.,1382.0,1382.0
1er mars 1382,Hugues Aubriot s'évade de la prison de l'évêché et quitte Paris pour la Bourgogne.,1382.0,1382.0
4 mars 1382,L'impôt est suspendu : la paix revient.,1382.0,1382.0
10-25 mars 1382,Quelques émeutiers meneurs sont arrêtés et exécutés.,1382.0,1382.0
13 mars 1382,Le roi accorde l'amnistie générale.,1382.0,1382.0
Juin 1382,Le roi obtient la soumission des bourgeois. Ils devront payer 80 000 francs au Trésor.,1382.0,1382.0
11 janvier 1383,"De retour de Flandres, Charles VI et ses troupes rentrent à Paris.",1383.0,1383.0
12 janvier 1383,Trois des principaux meneurs des émeutes de mars 1382 sont décapités.,1383.0,1383.0
19 janvier 1383,La répression continue : six meneurs sont exécutés.,1383.0,1383.0
20 janvier 1383,Le roi rétablit l'impôt indirect sur toutes les marchandises.,1383.0,1383.0
27 janvier 1383,Suppression de la prévôté des marchands en représailles à l'émeute des Maillotins.,1383.0,1383.0
26 février 1383,L'Université de Paris reconnait le pape Clément VII.,1383.0,1383.0
9 mai 1383,Le pape autorise les Carmes à acheter le collège de Dace pour agrandir leur monastère,1383.0,1383.0
Début août 1383,Le roi repart en Flandre pour en chasser les Anglais.,1383.0,1383.0
30 août 1383,Procession des clercs nu-pieds pour soutenir le roi contre les Anglais.,1383.0,1383.0
23 décembre 1383,"Mort d'Aimery de Magnac, évêque de Paris.",1383.0,1383.0
Janvier 1384,Pierre II d'Orgemont est évêque de Paris.,1384.0,1384.0
13 janvier 1385,Le duc de Berry va agrandir considérablement l'hôtel de Nesle.,1385.0,1385.0
10 juillet 1385,"Charles VI se rend à Amiens pour son mariage, accompagné de son oncle.",1385.0,1385.0
27 juillet 1386,Le roi accorde aux Filles-Dieu de prélever l'eau à la fontaine du Ponceau-St-Denis.,1386.0,1386.0
5 août 1386,Charles VI quitte Paris. Il reviendra à la Toussaint.,1386.0,1386.0
9 août 1386,Les Carmes prennent possession du collège de Dace.,1386.0,1386.0
19 mai 1387,Un sergent du Châtelet extirpe par la force deux écoliers réfugiés chez les Carmes.,1387.0,1387.0
23 août 1387,L'évêque condamne les propos du dominicain Monzon niant l'Immaculée Conception.,1387.0,1387.0
1er novembre 1387,"Pour cause d'épidémie, l'ouverture du parlement est reportée au 2 janvier.",1387.0,1387.0
23 janvier 1388,Arrêt relatif aux prostituées de la rue Baillehoe.,1388.0,1388.0
3 novembre 1388,Charles VI renvoie ses oncles et rappelle les conseillers de son père [les Marmousets].,1388.0,1388.0
13 décembre 1388,L'évêque de Paris restitue à la Chambre des comptes les sceaux de la Ville de Paris.,1388.0,1388.0
25 janvier 1389,Le prévôt Audoin Chauveron est démis de ses fonctions et emprisonné sans jugement.,1389.0,1389.0
27 janvier 1389,Jean de Folleville est nommé prévôt de Paris.,1389.0,1389.0
27 janvier 1389,Le roi nomme Jean Jouvenel « garde de la prévôté des marchands pour le roi »,1389.0,1389.0
1er mars 1389,Le roi demande au prévôt de prendre des mesures pour la réfection du pavage des rues,1389.0,1389.0
17 mars 1389,"Suite à l'affaire Monzon, l'Université prononce l'exclusion de l'ordre des Dominicains.",1389.0,1389.0
3 mai 1389,L'aristocratie parisienne se rend à Saint-Denis pour le tournoi des princes d'Anjou.,1389.0,1389.0
4 mai 1389,Les mêmes assistent à la cérémonie funèbre en l'honneur de Du Guesclin.,1389.0,1389.0
20 août 1389,Grandes fêtes pour l'entrée d'Isabeau de Bavière qui arrive pour son couronnement.,1389.0,1389.0
21 août 1389,Grand-messe à la Sainte-Chapelle pour le couronnement de la reine.,1389.0,1389.0
22 août 1389,Des notables bourgeois viennent à l'hôtel Saint-Pol porter des présents pour la reine.,1389.0,1389.0
23-24 août 1389,Grandes joutes des chevaliers et des écuyers.,1389.0,1389.0
25 août 1389,Le roi donne un grand souper à toutes les dames de la noblesse présentes à Paris.,1389.0,1389.0
7 octobre 1389,Pierre d'Ailly est nommé chancelier de l'Université.,1389.0,1389.0
22 octobre 1389,"Catherine de Roquier est brulée vive, condamnée pour ""maquerelie"".",1389.0,1389.0
9 novembre 1389,"Naissance au Palais d'Isabelle, deuxième fille du couple royal.",1389.0,1389.0
26 mai 1390,Le comte d'Alençon cède l'hôtel de Sicile au roi pour les joutes de la rue St-Antoine.,1390.0,1390.0
6 janvier 1391,"Dans son prêche, Jean Gerson encourage le roi à trouver une solution au schisme.",1391.0,1391.0
10 avril 1391,Réjouissances données en l'hôtel Saint-Pol pour les noces de Marie d'Harcourt.,1391.0,1391.0
12 juillet 1391,"Aux Halles, le voleur et pillard Mérigot Marchès est décapité puis démembré.",1391.0,1391.0
19 août 1391,"Jeanne de Brigue, dite la Cordelière, condamnée pour sorcellerie, finit sur le bûcher.",1391.0,1391.0
6 février 1392,"Naissance en l'hôtel Saint-Pol de Charles, deuxième fils du couple royal.",1392.0,1392.0
13 juin 1392,Grande fête à l'hôtel Saint-Pol. Le connétable Olivier de Clisson y participe.,1392.0,1392.0
14 juin 1392,"Tôt ce matin, Pierre de Craon a tenté de faire tuer le connétable Olivier de Clisson.",1392.0,1392.0
Août 1392,Des processions sont organisées pour la guérison du roi touché par une crise de folie.,1392.0,1392.0
25 septembre 1392,Les ministres du roi La Rivière et Le Mercier sont enfermés à la Bastille.,1392.0,1392.0
9 octobre 1392,Le roi assiste au transfert du corps de saint Denis dans une nouvelle chasse d'or.,1392.0,1392.0
