evenement,startyear,endyear,commentaire
Ouverture d'un synode pour condamner Bérenger de Tours et ses disciples.,1051.00,1051.00,
Henri 1er fait restaurer l'abbaye Saint-Martin-des-Champs et y installe des chanoines.,1059.00,1060.00,
On apprend la mort du roi Henri Ier. Philippe Ier lui succède.,1060.00,1060.00,
"Mort de Imbert de Vergy, évêque de Paris.",1060.00,1060.00,
Geoffroy de Boulogne lui succède comme évêque de Paris.,1061.00,1061.00,
Philippe 1er dédicace l'église de Saint-Martin-des-Champs.,1067.00,1067.00,
Concile de Paris : débats au sujet des prêtres concubinaires.,1074.00,1074.00,
L'évêque Geoffroy est nommé chancelier par le roi.,1075.00,1075.00,
Philippe 1er transforme l'abbaye Saint-Martin-des-Champs en prieuré clunisien.,1079.00,1079.00,
"Mort de Dreu de Paris, comte de Pouille.",1081.00,1081.00,
"Le célèbre ermite breton Robert d'Arbrissel, vient étudier à Paris.",1082.00,1082.00,
Construction de la tour-clocher de l'église de Saint-Martin-des-Champs.,1085.00,1085.00,
Reconstruction de l'abbatiale de Sainte-Geneviève.,1090.00,1090.00,
"Mort de Geoffroy de Boulogne, évêque de Paris.",1095.00,1095.00,
Saint-Martin-des-Champs reçoit en don l'église de Montmartre.,1096.00,1096.00,
Guillaume de Montfort est évêque de Paris.,1096.00,1096.00,
Pierre Abélard vient de Nantes étudier à Paris.,1100.00,1100.00,
"On apprend la mort en terre sainte de Guillaume de Montfort, évêque de Paris.",1102.00,1102.00,
Guillaume de Champeaux est nommé écolâtre de l'École Notre-Dame.,1103.00,1103.00,
"Mort de Foulques, évêque de Paris depuis moins de deux ans.",1104.00,1104.00,
Le pape impose Galon comme évêque de Paris.,1104.00,1104.00,
Synode pour l'absolution du roi et de Bertrade après la fin de leurs relations adultères.,1104.00,1104.00,
Le pape soustrait l'abbaye de Saint-Germain-des-Prés de la juridiction  de l'évêque.,1107.00,1107.00,
"L'évêque Galon, sous prétexte de désordres, dissout la communauté de Saint-Eloi.",1107.00,1107.00,
Saint-Eloi devient un prieuré de douze moines dépendant de l'abbaye des Fossés.,1107.00,1107.00,
Percement de la rue de la Barillerie devant le Palais [Boulevard du Palais].,1114.00,1114.00,
Mort de Philippe 1er ; Louis VI lui succède.,1108.00,1108.00,
"Guillaume de Champeaux se retire près de la chapelle Saint-Victor, près de la Bièvre.",1108.00,1108.00,
"L'évêque Galon reçoit un morceau de la Vraie Croix, qu'il dépose à Notre-Dame.",1109.00,1109.00,
Les abbés de Sainte-Geneviève deviennent seigneurs d'Auteuil.,1109.00,1109.00,
Louis VI émet une charte en faveur des serfs de Saint-Martin-des-Champs.,1110.00,1110.00,
Louis VI permet la création de la foire Saint-Lazare.,1110.00,1110.00,
Le roi restreint les droits de voirie que l'évêque perçoit sur une partie de ses terres.,1110.00,1110.00,
L'église Saint-Jacques [rive droite] est cédée par l'évêque à Saint-Martin-des-Champs.,1110.00,1110.00,
Les hommes de Robert III de Meulan pillent le palais et détruisent les ponts de la Cité,1111.00,1111.00,
Dédicace de la nouvelle église de Saint-Martin-des-Champs.,1111.00,1111.00,
Le roi fait construire une grosse tour pour sécuriser son palais.,1112.00,1112.00,
Construction du nouveau Grand-Pont [Pont au Change] en aval du précédent.,1112.00,1113.00,
La communauté des chanoines de Saint-Victor est érigée en abbaye.,1113.00,1113.00,
"Abélard revient enseigner à Paris. Il est logé chez le chanoine Fulbert, oncle d'Héloïse",1113.00,1113.00,
"Mort de Galon, évêque de Paris. Guibert lui succède.",1116.00,1116.00,
Inondations à Paris.,1116.00,1116.00,
Etienne de Garlande fait construire la chapelle Saint-Aignan dans l'Ile de la Cité.,1116.00,1116.00,
Le cloître de Notre-Dame est agrandi.,1120.00,1120.00,
Louis VI cède aux marchands de l'eau le droit qu'il percevait sur chaque bateau de vin,1121.00,1121.00,
Louis VI fonde une rente pour l'entretien de la toiture de la cathédrale Notre-Dame.,1123.00,1123.00,
"Mort de Guibert, évêque de Paris. Etienne de Senlis lui succède.",1124.00,1124.00,
Le roi Louis VI rend aux moines de Saint-Denis les profits de la foire du Lendit.,1124.00,1124.00,
Pluies et neige abondantes. Inondation exceptionnelle. Grande mortalité.,1125.00,1125.00,
Grave conflit entre le roi et l'évêque au sujet d'une prébende accordée à Saint-Victor.,1128.00,1128.00,
L'évêque Etienne de Senlis doit quitter Paris.,1128.00,1128.00,
Hugues devient prieur de Saint-Martin-des-Champs.,1130.00,1130.00,
"Guérison miraculeuse de cent personnes atteintes du ""mal des ardents"".",1130.00,1130.00,
Etienne de Senlis revient à Paris pour négocier sa réconciliation avec le roi.,1131.00,1131.00,
Le roi autorise les moines de la léproserie Saint-Lazare à tenir une foire annuelle.,1131.00,1131.00,
"Un cochon fait tomber de cheval le fils aîné du roi Louis VI, Philippe, qui se tue.",1131.00,1131.00,
"Thomas, prieur de Saint-Victor, est assassiné sur la route de Chelles.",1133.00,1133.00,
"Etienne de Senlis, qu'accompagnait Thomas, doit se réfugier à Clairvaux.",1133.00,1133.00,
"Hugues, qui enseigne depuis 1125 à l'abbaye Saint-Victor, succède à Thomas.",1133.00,1133.00,
Fondation de l'abbaye bénédictine des Dames de Montmartre.,1133.00,1133.00,
Le roi autorise les bourgeois de Paris à saisir eux-mêmes les biens de leurs débiteurs.,1134.00,1134.00,
Le roi autorise le chapitre de Notre-Dame à arracher les vignes du clos Garlande.,1134.00,1134.00,
Le roi Louis VI donne à l'abbaye de Montmartre la maison de Guerry le Changeur.,1134.00,1134.00,
L'évêque Etienne regagne Paris après la condamnation des meurtriers de Thomas.,1134.00,1134.00,
Le chour de Saint-Martin-des-Champs est achevé.,1135.00,1135.00,
"Abélard reprend son enseignement à la chapelle Saint-Hilaire, près de Saint-Marcel.",1136.00,1136.00,
Accord entre le roi et l'évêque sur le partage des droits relatifs aux Champeaux.,1137.00,1137.00,
Innocent III autorise l'évêque de Paris à s'entourer de clercs attachés à sa personne.,1137.00,1137.00,
Mort de Louis VI au Palais ; son fils Louis [VII] lui succède.,1137.00,1137.00,
Des merciers et des changeurs s'installent dans le marché Neuf des Champeaux.,1137.00,1137.00,
Les moines de Saint-Magloire quittent la Cité et installent leur prieuré rue Saint-Denis,1138.00,1138.00,
Le roi fixe à huit jours la durée de la foire Saint-Lazare.,1138.00,1138.00,
"Après la condamnation de ses thèses, Abélard doit quitter Paris et se retire à Cluny.",1140.00,1140.00,
Pierre Lombard enseigne à l'école Notre-Dame.,1140.00,1140.00,
Mort du philosophe et théologien Hugues de Saint-Victor.,1141.00,1141.00,
Louis VII interdit aux changeurs d'exercer ailleurs que sur le Grand Pont.,1141.00,1141.00,
"Le roi cède aux marchands de l'eau la place de Grève, alors vide de toute construction.",1141.00,1141.00,
Mort d'Etienne de Senlis. Le conflit entre roi et pape interdit une nouvelle élection.,1142.00,1142.00,
"Thibaud, prieur de Saint-Martin-des-Champs, est élu évêque de Paris.",1144.00,1144.00,
Le roi et le pape Eugène III assistent à une assemblée solennelle des Templiers.,1147.00,1147.00,
Une rixe éclate dans l'abbaye Sainte-Geneviève en présence du pape et du roi.,1147.00,1147.00,
L'abbé de Sainte-Geneviève autorise les moines de Saint-Victor à dériver la Bièvre.,1148.00,1148.00,
"Eudes, prieur de Saint-Victor, est choisi comme abbé de Sainte-Geneviève.",1148.00,1148.00,
Douze chanoines de Saint-Victor tiendront désormais l'abbaye Sainte-Geneviève.,1148.00,1148.00,
Consécration de l'église Saint-Pierre de Montmartre par le pape Eugène III.,1147.00,1147.00,
Eugène III consacre l'autel majeur de la chapelle du Martyrium de Montmartre.,1147.00,1147.00,
"Mort d'Etienne de Garlande, ancien sénéchal de France.",1150.00,1150.00,
"Les templiers achètent une maison rue des Barres, derrière Saint-Gervais.",1152.00,1152.00,
"Après la guérison miraculeuse d'un boiteux, le roi fait un don à Sainte-Opportune.",1154.00,1154.00,
Louis VII fonde la chapelle de la Vierge au palais de l'Ile de la Cité.,1154.00,1154.00,
Les chanoines de Sainte-Opportune vont assainir les marais au nord de Paris.,1154.00,1154.00,
"La reine Adélaïde, veuve de Louis VI, meurt en l'abbaye de Montmartre.",1154.00,1154.00,
"Mort de Gilduin, abbé de Saint-Victor. Achard va lui succéder.",1155.00,1155.00,
"Mort de Thibaud, évêque de Paris.",1159.00,1159.00,
"L'archidiacre Philippe, frère du roi, est élu mais refuse la charge d'évêque.",1159.00,1159.00,
Pierre Lombard est consacré évêque de Paris.,1159.00,1159.00,
"Adèle de Champagne est sacrée reine de France, le jour même de son mariage.",1160.00,1160.00,
Mort de l'évêque Pierre Lombard.,1160.00,1160.00,
Maurice de Sully est élu évêque de Paris.,1160.00,1160.00,
Louis VII confirme les coutumes de la corporation des bouchers de Paris.,1162.00,1162.00,
Dédicace de l'église de Saint-Martin-des-Champs reconstruite.,1163.00,1163.00,
Eudes renonce à exercer l'abbatiat de Sainte-Geneviève et retourne à Saint-Victor.,1163.00,1163.00,
Pose de la première pierre de la nouvelle cathédrale Notre-Dame par Alexandre III.,1163.00,1163.00,
Le pape exclut l'évêque de Paris de la consécration de l'abbatiale de Saint-Germain.,1163.00,1163.00,
Alexandre III consacre le nouveau chour de l'abbatiale de Saint-Germain-des-Prés.,1163.00,1163.00,
Percement de la rue Neuve pour faciliter l'accès au chantier de la cathédrale.,1164.00,1164.00,
Début de la reconstruction de l'Hôtel-Dieu au sud du parvis Notre-Dame.,1164.00,1164.00,
Le théologien Pierre le Mangeur est nommé chancelier du chapitre de Notre-Dame.,1164.00,1164.00,
Le roi défend à ses gens d'emporter les meubles des maisons de Paris où il ira loger.,1165.00,1165.00,
Le pape reconnaît à l'évêque la propriété des marais à l'ouest de la rue Saint-Denis.,,,
"Naissance de Philippe Dieudonné [Auguste], fils du roi Louis VII.",1165.00,1165.00,
Louis VII porte à quinze jours la durée de la foire Saint-Lazare.,1166.00,1166.00,
Pierre de Poitiers va enseigner la théologie à l'École Notre-Dame.,1169.00,1169.00,
Louis VII confirme aux marchands de l'eau les anciennes coutumes de la Hanse.,1170.00,1170.00,
Pierre le Mangeur devient chanoine régulier de Saint-Victor.,1170.00,1170.00,
Début de la construction de l'église Saint-Julien-le-Pauvre.,1170.00,1170.00,
Fondation de l'hôpital Saint-Gervais à la porte Baudoyer.,1171.00,1171.00,
"Pierre le Mangeur, chanoine de Saint-Victor, achève son ouvre, l'Historia Scholastica",1173.00,1173.00,
Mort du théologien Richard de Saint-Victor.,1173.00,1173.00,
Pluies diluviennes et inondations.,1175.00,1175.00,
Étienne de Tournai est abbé de Sainte-Geneviève.,1176.00,1176.00,
"Louis VII, offrant sa protection, obtient la moitié des profits de la foire Saint-Germain",1176.00,1176.00,
Achèvement du chour de Notre-Dame (sauf les voûtes).,1177.00,1177.00,
Assemblée des prélats au palais épiscopal pour l'accession au trône de Philippe.,1179.00,1179.00,
L'abbé de Saint-Germain-des-Prés aliène le clos de Laas en vue de son lotissement.,1179.00,1179.00,
"Mort du grand érudit Pierre le Mangeur, à Saint-Victor.",1179.00,1179.00,
"Josse de Londres fonde un collège pour dix-huit clercs, attenant à l'Hôtel-Dieu.",1180.00,1180.00,
Le roi Philippe [Auguste] fait saisir les biens des Juifs dans toute la France.,1180.00,1180.00,
Mort à Paris du roi Louis VII.,1180.00,1180.00,
Philippe Auguste rachète la foire Saint-Lazare et la transfère aux Champeaux.,1181.00,1181.00,
Bannissement et expulsion des Juifs hors du royaume de France.,1182.00,1182.00,
Consécration du maître-autel de Notre-Dame.,1182.00,1182.00,
Création de la foire Saint-Laurent par les religieux de Saint-Lazare.,1183.00,1183.00,
Construction aux Champeaux de deux bâtiments clos appelés les Halles.,1183.00,1183.00,
La synagogue de la Cité devient église Sainte-Madeleine.,1183.00,1183.00,
42 maisons juives sont données aux drapiers et aux pelletiers de Paris.,1183.00,1183.00,
Saint-Nicolas-des-Champs devient église paroissiale.,1184.00,1184.00,
Arrivée des maîtres de l'Hôpital et du Temple pour prêcher la nouvelle croisade.,1185.00,1185.00,
Construction des premiers arcs-boutants à la nef de Notre-Dame.,1185.00,1185.00,
"Concile des archevêques, évêques et princes du royaume en vue de la croisade.",1185.00,1185.00,
Le roi ordonne au prévôt et aux bourgeois de paver les rues principales de Paris.,1186.00,1186.00,
"Geoffroi, comte de Bretagne, fils du roi Henry II, meurt à Paris lors d'un tournoi.",1186.00,1186.00,
Le roi fait entourer le cimetière des Champeaux d'un mur avec plusieurs portes.,1186.00,1187.00,
"Naissance de Louis, fils de Philippe Auguste. Grandes réjouissances à Paris.",1187.00,1187.00,
Une grande assemblée doit décider de la création d'une dîme pour la croisade.,1188.00,1188.00,
Le roi désigne six bourgeois pour assister au Conseil de régence en son absence.,1190.00,1190.00,
Le roi ordonne aux bourgeois d'entourer Paris d'un mur sur la rive droite.,1190.00,1190.00,
"Enterrement à Notre-Dame de la reine Isabelle, épouse du roi Philippe.",1190.00,1190.00,
Procession entre Saint-Denis et Saint-Lazare pour la guérison du fils du roi.,1191.00,1191.00,
"Le roi Philippe rentre à Paris, mettant fin à la régence.",1191.00,1191.00,
L'abbé Étienne quitte Sainte-Geneviève pour l'évêché de Tournai.,1192.00,1192.00,
Le roi accorde aux bourgeois de Paris de décharger seuls leur vin du bateau à terre.,1192.00,1192.00,
"Maurice de Sully érige Auteuil en paroisse, sous la juridiction de St-Germain-l'Auxer.",1192.00,1192.00,
"Le roi amène au Palais Ingeborg de Danemark, sa nouvelle épouse.",1193.00,1193.00,
Signature d'un traité d'alliance entre le roi et Jean sans Terre.,1194.00,1194.00,
"Après la défaite de Bréteval, le roi décide de conserver ses archives à Paris au palais.",1194.00,1194.00,
Les pluies continuelles entraînent une forte hausse des prix.,1195.00,1195.00,
Les ponts sont rompus par la crue de la Seine.,1196.00,1196.00,
"Mort de Maurice de Sully, évêque de Paris.",1196.00,1196.00,
"Pierre le Chantre ayant refusé cette charge, Eudes de Sully est sacré évêque de Paris.",1197.00,1197.00,
Fondation de l'abbaye royale de Saint-Antoine-des-Champs.,1198.00,1198.00,
Philippe Auguste autorise les Juifs à revenir s'installer à Paris.,1198.00,1198.00,
"Le roi Philippe rentre à Paris avec Arthur, neveu du roi d'Angleterre.",1198.00,1198.00,
Début de la construction de l'enceinte de Philippe Auguste sur la rive gauche.,1200.00,1200.00,
On apprend que le pape a excommunié le roi pour avoir répudié son épouse Ingeborg.,1200.00,1200.00,
"L'évêque de Paris approuve le pape, contre Philippe Auguste : il est chassé de Paris.",1200.00,1200.00,
Les hommes du prévôt de Paris tuent cinq étudiants liégeois dont l'un était noble.,1200.00,1200.00,
Le roi révoque le prévôt et place maîtres et étudiants sous la justice ecclésiastique.,1200.00,1200.00,
"Après la soumission du roi relative à son divorce, l'évêque Eudes peut rentrer à Paris.",1200.00,1200.00,
