commentaire,date,endDate,evenement,startDate
,882-883,883.0,Eudes devient comte de Paris.,882.0
,8 décembre 883,883.0,"Mort d'Engelvin, évêque de Paris.",883.0
,Fin 883,883.0,Gozlin est élu évêque de Paris.,883.0
,29 août 884,884.0,Les reliques de saint Merry sont mises à l'abri dans l'église Saint-Merry.,884.0
,24 novembre 885,885.0,Les Normands arrivent devant Paris ; les Parisiens se replient derrière leurs murs.,885.0
,25 novembre 885,885.0,L'évêque Gozlin refuse de laisser passer les Normands.,885.0
,Hiver 885-886,886.0,Les Normands maintiennent le siège de Paris. Les attaques sont nombreuses.,885.0
,6 février 886,886.0,La crue fait tomber le Petit-Pont et les défenseurs de la tour sud sont massacrés.,886.0
,Mars 886,886.0,"Le comte Henri, duc d'Austrasie vient à  l'aide de Paris.",886.0
,Fin mars 886,886.0,Les Normands s'installent autour de Saint-Germain-des-Prés.,886.0
,16 avril 886,886.0,"Mort de l'évêque Gozlin, touché par l'épidémie qui sévit dans la Cité.",886.0
,Mai-juin 886,886.0,Eudes va chercher du secours et laisse le commandement à Ebles.,886.0
,Été 886,886.0,Anschéric succède à Gozlin comme évêque de Paris.,886.0
,Août 886,886.0,Le comte Henri est tué par les Normands. Nouvel assaut général des envahisseurs.,886.0
,Septembre 886,886.0,L'empereur Charles III le Gros négocie avec les Normands leur départ vers Sens.,886.0
,Mai 887,887.0,Les Normands reviennent à Paris. Ils reçoivent 700 livres pour leur départ.,887.0
,29 février 888,888.0,"Eudes, défenseur victorieux de Paris,  est élu roi de France à Compiègne.",888.0
,889,889.0,Les Normands menacent à nouveau Paris. Eudes paye pour leur départ.,889.0
,890,890.0,Les reliques de saint Germain reviennent à Saint-Germain-des-Prés.,890.0
,2 octobre 892,892.0,"Mort d'Ebles, abbé de Saint-Germain-des-Prés.",892.0
,898,898.0,Les reliques de saint Leufroy sont mises à l'abri à Paris.,898.0
,16 septembre 909,909.0,Le roi Charles III transfère au chapitre Notre-Dame la propriété du Grand Pont.,909.0
,19 septembre 909,909.0,"Mort d'Achery [Anskerick], évêque de Paris.",909.0
,911,911.0,Le traité de Saint-Clair-sur-Epte limite les incursions des Normands.,911.0
,911,911.0,"Thiou, nommé évêque de Paris, fait clore de murs le cloître de la cathédrale.",911.0
,922,922.0,Fulrade est évêque de Paris.,922.0
,925,925.0,Les Parisiens entreprennent une expédition punitive contre les Normands.,925.0
,927,927.0,Adelhelme est évêque de Paris.,927.0
,936,936.0,Hugues le Grand et le roi Louis IV d'Outremer viennent à Paris.,936.0
,937,937.0,Gauthier est évêque de Paris.,937.0
,26 décembre 940,940.0,"Hugues, duc de France, feudataire de Paris, tient une grande assemblée judiciaire.",940.0
,Été 943,943.0,Le roi Louis IV réside à Paris à l'invitation d'Hugues le Grand. Il y tombe malade.,943.0
,944,944.0,Paris est ravagé par le « mal des ardents » [ergotisme].,944.0
,944,944.0,Un ouragan détruit l'église de Montmartre et plusieurs autres édifices.,944.0
,946,946.0,Conflit entre Hugues et le futur empereur Othon qui tente de s'approcher de Paris.,946.0
,15 avril 955,955.0,"Hugues le Grand reçoit fastueusement Lothaire, fils du défunt roi Louis IV.",955.0
,16 ou 17 juin 956,956.0,Mort de Hugues le Grand ; Hugues Capet lui succède comme duc de France.,956.0
,963 ou 965,965.0,Arrivée des reliques de saint Magloire qui sont mises à l'abri dans la Cité.,965.0
,Entre 965 et 975,975.0,Fondation de l'abbaye Saint-Barthélemy et Saint-Magloire.,975.0
,975,975.0,Hugues Capet réunit la Cour pour prendre acte d'un don du chevalier Alleaume.,975.0
,Oct.-nov. 978,978.0,L'empereur Othon II et son armée menacent Paris sans oser l'attaquer.,978.0
,979,979.0,Rainald [ou Renaud] est évêque de Paris.,979.0
,979,979.0,"Mort de Galon, abbé de Saint-Germain-des-Prés.",979.0
,987,987.0,Eliziard [ou Lisiard] est évêque de Paris.,987.0
,3 juillet 987,987.0,Hugues Capet est élu roi de France à Noyon.,987.0
,989,989.0,Hugues Capet réside à Paris plusieurs mois d'affilée.,989.0
,Après 990,990.0,L'abbé Morard fait reconstruire le clocher-porche de l'église St-Germain-des-Prés.,990.0
,991,991.0,Renaud de Vendôme succède à Lisiard comme évêque de Paris.,991.0
,994,994.0,Les moines de Marmoutier prennent possession de l'église Notre-Dame-des-Champs.,994.0
,995,995.0,Hugues Capet vient à Saint-Denis pour un synode relatif à la dîme ecclésiastique.,995.0
,24 octobre 996,996.0,"Mort de Hugues Capet ; son fils Robert [le Pieux], déjà roi, lui succède.",996.0
,Avril 997,997.0,Le roi Robert le Pieux est présent à Paris.,997.0
,Après 997,997.0,Robert le Pieux fait reconstruire la palais de la Cité.,997.0
,Octobre 999,999.0,Le roi Robert le Pieux séjourne à Paris.,999.0
,1006,1006.0,Hucbald de Liège vient pour trois mois enseigner à Sainte-Geneviève.,1006.0
,1014,1014.0,Mort de l'abbé Morard qui avait entrepris la restauration de Saint-Germain-des-Prés.,1014.0
,1016 ou 1017,1017.0,Ascelin [ou Azelin] succède à Renaud comme évêque de Paris.,1017.0
,1019,1019.0,"Francon, doyen du chapitre Notre-Dame remplace Ascelin comme évêque de Paris.",1019.0
,Vers 1020,1020.0,Fin de la reconstruction de l'église de l'abbaye Saint-Germain-des-Prés.,1020.0
,Vers 1020,1020.0,Robert le Pieux dote l'église Sainte-Geneviève d'un chapitre.,1020.0
,1021,1021.0,"Mort de Ingon, doyen des chanoines de Sainte-Geneviève.",1021.0
,1025,1025.0,"Mort de Ingon, abbé de Saint-Germain-des-Prés.",1025.0
,1025,1025.0,Guillaume de Volpiano succède à l'abbé Ingon à Saint-Germain-des-Prés.,1025.0
,Fin 1027-début 1028,1028.0,Robert le Pieux séjourne à Paris.,1028.0
,1030,1030.0,Adraud est maintenant abbé de Saint-Germain-des-Prés.,1030.0
,1030,1030.0,Imbert de Vergy est élu évêque de Paris.,1030.0
,1031,1031.0,Mort de Robert le Pieux ; Henri Ier lui succède.,1031.0
,1035,1035.0,Henri 1er prend l'abbaye Sainte-Geneviève sous sa protection.,1035.0
,1039,1039.0,Début de la reconstruction de l'église de Saint-Martin-des-Champs.,1039.0
,1040,1040.0,"Mort de l'archidiacre Albert, illustre maître des écoles du cloître Notre-Dame.",1040.0
,1050,1050.0,Synode réuni pour juger les doctrines hétérodoxes de Bérenger de Tours.,1050.0
,Vers 1045,1045.0,Le roi Henri 1er donne à l'évêque quatre églises de la rive gauche.,1045.0
,Octobre 1051,1051.0,Ouverture d'un synode pour condamner Bérenger de Tours et ses disciples.,1051.0
,1059-1060,1060.0,Henri 1er fait restaurer l'abbaye Saint-Martin-des-Champs et y installe des chanoines.,1059.0
,Août 1060,1060.0,On apprend la mort du roi Henri Ier. Philippe Ier lui succède.,1060.0
,22 novembre 1060,1060.0,"Mort de Imbert de Vergy, évêque de Paris.",1060.0
,1061,1061.0,Geoffroy de Boulogne lui succède comme évêque de Paris.,1061.0
,1067,1067.0,Philippe 1er dédicace l'église de Saint-Martin-des-Champs.,1067.0
,1074,1074.0,Concile de Paris : débats au sujet des prêtres concubinaires.,1074.0
,1075,1075.0,L'évêque Geoffroy est nommé chancelier par le roi.,1075.0
,1079,1079.0,Philippe 1er transforme l'abbaye Saint-Martin-des-Champs en prieuré clunisien.,1079.0
,1081,1081.0,"Mort de Dreu de Paris, comte de Pouille.",1081.0
,1082,1082.0,"Le célèbre ermite breton Robert d'Arbrissel, vient étudier à Paris.",1082.0
,Vers 1085,1085.0,Construction de la tour-clocher de l'église de Saint-Martin-des-Champs.,1085.0
,Vers 1090,1090.0,Reconstruction de l'abbatiale de Sainte-Geneviève.,1090.0
,1er mai 1095,1095.0,"Mort de Geoffroy de Boulogne, évêque de Paris.",1095.0
,1096,1096.0,Saint-Martin-des-Champs reçoit en don l'église de Montmartre.,1096.0
,Septembre 1096,1096.0,Guillaume de Montfort est évêque de Paris.,1096.0
,Vers 1100,1100.0,Pierre Abélard vient de Nantes étudier à Paris.,1100.0
,Fin août 1102,1102.0,"On apprend la mort en terre sainte de Guillaume de Montfort, évêque de Paris.",1102.0
,1103,1103.0,Guillaume de Champeaux est nommé écolâtre de l'École Notre-Dame.,1103.0
,8 avril 1104,1104.0,"Mort de Foulques, évêque de Paris depuis moins de deux ans.",1104.0
,Début juin 1104,1104.0,Le pape impose Galon comme évêque de Paris.,1104.0
,2 décembre 1104,1104.0,Synode pour l'absolution du roi et de Bertrade après la fin de leurs relations adultères.,1104.0
,1er avril 1107,1107.0,Le pape soustrait l'abbaye de Saint-Germain-des-Prés de la juridiction  de l'évêque.,1107.0
,1107,1107.0,"L'évêque Galon, sous prétexte de désordres, dissout la communauté de Saint-Eloi.",1107.0
,1107,1107.0,Saint-Eloi devient un prieuré de douze moines dépendant de l'abbaye des Fossés.,1107.0
,Entre 1107 et 1114,1114.0,Percement de la rue de la Barillerie devant le Palais [Boulevard du Palais].,1114.0
,29 juillet 1108,1108.0,Mort de Philippe 1er ; Louis VI lui succède.,1108.0
,1108,1108.0,"Guillaume de Champeaux se retire près de la chapelle Saint-Victor, près de la Bièvre.",1108.0
,1er août 1109,1109.0,"L'évêque Galon reçoit un morceau de la Vraie Croix, qu'il dépose à Notre-Dame.",1109.0
,1109,1109.0,Les abbés de Sainte-Geneviève deviennent seigneurs d'Auteuil.,1109.0
,Février 1110,1110.0,Louis VI émet une charte en faveur des serfs de Saint-Martin-des-Champs.,1110.0
,1110,1110.0,Louis VI permet la création de la foire Saint-Lazare.,1110.0
,1110,1110.0,Le roi restreint les droits de voirie que l'évêque perçoit sur une partie de ses terres.,1110.0
,Vers 1110,1110.0,L'église Saint-Jacques [rive droite] est cédée par l'évêque à Saint-Martin-des-Champs.,1110.0
,12 mars 1111,1111.0,Les hommes de Robert III de Meulan pillent le palais et détruisent les ponts de la Cité,1111.0
,Vers 1111,1111.0,Dédicace de la nouvelle église de Saint-Martin-des-Champs.,1111.0
,1112,1112.0,Le roi fait construire une grosse tour pour sécuriser son palais.,1112.0
,1112-1113,1113.0,Construction du nouveau Grand-Pont [Pont au Change] en aval du précédent.,1112.0
,1113,1113.0,La communauté des chanoines de Saint-Victor est érigée en abbaye.,1113.0
,1113,1113.0,"Abélard revient enseigner à Paris. Il est logé chez le chanoine Fulbert, oncle d'Héloïse",1113.0
,23 février 1116,1116.0,"Mort de Galon, évêque de Paris. Guibert lui succède.",1116.0
,Hiver 1116,1116.0,Inondations à Paris.,1116.0
,Vers 1116,1116.0,Etienne de Garlande fait construire la chapelle Saint-Aignan dans l'Ile de la Cité.,1116.0
,1120,1120.0,Le cloître de Notre-Dame est agrandi.,1120.0
,1121,1121.0,Louis VI cède aux marchands de l'eau le droit qu'il percevait sur chaque bateau de vin,1121.0
,1123,1123.0,Louis VI fonde une rente pour l'entretien de la toiture de la cathédrale Notre-Dame.,1123.0
,29 janvier 1124,1124.0,"Mort de Guibert, évêque de Paris. Etienne de Senlis lui succède.",1124.0
,1124,1124.0,Le roi Louis VI rend aux moines de Saint-Denis les profits de la foire du Lendit.,1124.0
,Hiver 1125,1125.0,Pluies et neige abondantes. Inondation exceptionnelle. Grande mortalité.,1125.0
,1128,1128.0,Grave conflit entre le roi et l'évêque au sujet d'une prébende accordée à Saint-Victor.,1128.0
,1128,1128.0,L'évêque Etienne de Senlis doit quitter Paris.,1128.0
,1130,1130.0,Hugues devient prieur de Saint-Martin-des-Champs.,1130.0
,26 novembre 1130,1130.0,"Guérison miraculeuse de cent personnes atteintes du ""mal des ardents"".",1130.0
,1131,1131.0,Etienne de Senlis revient à Paris pour négocier sa réconciliation avec le roi.,1131.0
,1131,1131.0,Le roi autorise les moines de la léproserie Saint-Lazare à tenir une foire annuelle.,1131.0
,13 octobre 1131,1131.0,"Un cochon fait tomber de cheval le fils aîné du roi Louis VI, Philippe, qui se tue.",1131.0
,20 août 1133,1133.0,"Thomas, prieur de Saint-Victor, est assassiné sur la route de Chelles.",1133.0
,20 août 1133,1133.0,"Etienne de Senlis, qu'accompagnait Thomas, doit se réfugier à Clairvaux.",1133.0
,Fin août 1133,1133.0,"Hugues, qui enseigne depuis 1125 à l'abbaye Saint-Victor, succède à Thomas.",1133.0
,1133,1133.0,Fondation de l'abbaye bénédictine des Dames de Montmartre.,1133.0
,1134,1134.0,Le roi autorise les bourgeois de Paris à saisir eux-mêmes les biens de leurs débiteurs.,1134.0
,1134,1134.0,Le roi autorise le chapitre de Notre-Dame à arracher les vignes du clos Garlande.,1134.0
,1134,1134.0,Le roi Louis VI donne à l'abbaye de Montmartre la maison de Guerry le Changeur.,1134.0
,Novembre 1134,1134.0,L'évêque Etienne regagne Paris après la condamnation des meurtriers de Thomas.,1134.0
,Vers 1135,1135.0,Le chour de Saint-Martin-des-Champs est achevé.,1135.0
,1136,1136.0,"Abélard reprend son enseignement à la chapelle Saint-Hilaire, près de Saint-Marcel.",1136.0
,1137,1137.0,Accord entre le roi et l'évêque sur le partage des droits relatifs aux Champeaux.,1137.0
,1137,1137.0,Innocent III autorise l'évêque de Paris à s'entourer de clercs attachés à sa personne.,1137.0
,1er août 1137,1137.0,Mort de Louis VI au Palais ; son fils Louis [VII] lui succède.,1137.0
,Fin 1137,1137.0,Des merciers et des changeurs s'installent dans le marché Neuf des Champeaux.,1137.0
,1138,1138.0,Les moines de Saint-Magloire quittent la Cité et installent leur prieuré rue Saint-Denis,1138.0
,1138,1138.0,Le roi fixe à huit jours la durée de la foire Saint-Lazare.,1138.0
,Juillet 1140,1140.0,"Après la condamnation de ses thèses, Abélard doit quitter Paris et se retire à Cluny.",1140.0
,Fin 1140,1140.0,Pierre Lombard enseigne à l'école Notre-Dame.,1140.0
,11 février 1141,1141.0,Mort du philosophe et théologien Hugues de Saint-Victor.,1141.0
,1141,1141.0,Louis VII interdit aux changeurs d'exercer ailleurs que sur le Grand Pont.,1141.0
,1141,1141.0,"Le roi cède aux marchands de l'eau la place de Grève, alors vide de toute construction.",1141.0
,6 mai 1142,1142.0,Mort d'Etienne de Senlis. Le conflit entre roi et pape interdit une nouvelle élection.,1142.0
,1144,1144.0,"Thibaud, prieur de Saint-Martin-des-Champs, est élu évêque de Paris.",1144.0
,1147,1147.0,Le roi et le pape Eugène III assistent à une assemblée solennelle des Templiers.,1147.0
,1147,1147.0,Une rixe éclate dans l'abbaye Sainte-Geneviève en présence du pape et du roi.,1147.0
,1148,1148.0,L'abbé de Sainte-Geneviève autorise les moines de Saint-Victor à dériver la Bièvre.,1148.0
,24 août 1148,1148.0,"Eudes, prieur de Saint-Victor, est choisi comme abbé de Sainte-Geneviève.",1148.0
,Fin 1148,1148.0,Douze chanoines de Saint-Victor tiendront désormais l'abbaye Sainte-Geneviève.,1148.0
,21 ou 22 avril 1147,1147.0,Consécration de l'église Saint-Pierre de Montmartre par le pape Eugène III.,1147.0
,1er juin 1147,1147.0,Eugène III consacre l'autel majeur de la chapelle du Martyrium de Montmartre.,1147.0
,14 janvier 1150,1150.0,"Mort d'Etienne de Garlande, ancien sénéchal de France.",1150.0
,1152,1152.0,"Les templiers achètent une maison rue des Barres, derrière Saint-Gervais.",1152.0
,1154,1154.0,"Après la guérison miraculeuse d'un boiteux, le roi fait un don à Sainte-Opportune.",1154.0
,1154,1154.0,Louis VII fonde la chapelle de la Vierge au palais de l'Ile de la Cité.,1154.0
,1154,1154.0,Les chanoines de Sainte-Opportune vont assainir les marais au nord de Paris.,1154.0
,18 novembre 1154,1154.0,"La reine Adélaïde, veuve de Louis VI, meurt en l'abbaye de Montmartre.",1154.0
,1155,1155.0,"Mort de Gilduin, abbé de Saint-Victor. Achard va lui succéder.",1155.0
,8 janvier 1159,1159.0,"Mort de Thibaud, évêque de Paris.",1159.0
,Printemps 1159,1159.0,"L'archidiacre Philippe, frère du roi, est élu mais refuse la charge d'évêque.",1159.0
